id,Sentiment,Tweet
979,Neutral,2 2 Das Gesundheitsbewusstsein der Menschen im Hinblick darauf diese Orte zu meiden und die medizinischen Einrich
980,Neutral,1 2 Die Wirkung des Hygienebewusstseins und Maskentragens auf Zahl der Toten und schweren F lle war evtl begrenzt
981,Negative,Soviel zu den Themen Lockerungen Wiederer ffnungen Global Deaths Due to Various Causes and COVID 19
982,Negative,Soviel zu den Themen Lockerungen Wiederer ffnungen Global Deaths Due to Various Causes and COVID 19
983,Neutral,der h lfte der Kommentare macht sich einfach dar ber lustig wie die eine Frau sagt ey da sind Kinder in der Kita d
984,Neutral,Dieser Bericht gibt den Toten Gesichter
985,Neutral,ich gucke halt wirklich nie Fernsehen also halt nicht solche Sender und wenn dann in der Stube mit familie
986,Neutral,ich bin gerade voll der normale Mensch halt so L2 an und so
987,Neutral,ich w re sooo gerne 1 65
988,Neutral,guckt jemand gerade zuf lligerweise L2 ja ich finds auch voll krass
989,Neutral,deaths Danki du auch
990,Neutral,du bist voll s s
991,Neutral,Dieser Bericht spricht dar ber
992,Neutral,Mal wieder zur Erinnerung
993,Neutral,Japan beendet den Coronavirus Notfall mit 850 Todesf llen und ohne Abriegelung
994,Neutral,Japan beendet den Coronavirus Notfall mit 850 Todesf llen und ohne Abriegelung
995,Neutral,tyrann Sieht ja sehr beeindruckend aus aber man beachte den Satz ganz unten Except COVID causes of death
996,Negative,Sollten sich mal all die Zweifler und Verschw rungstehoretiker zu Gem te f hren Global Deaths Due to Various C
997,Neutral,de Was uns als Pandemie in den Leitmedien verkauft wird ist nichts
998,Neutral,Japan beendet den Coronavirus Notfall mit 850 Todesf llen und ohne Abriegelung
999,Negative,Upps das h tte ich nicht gedacht Wow Global Deaths Due to Various Causes and COVID 19 Visualis
1000,Neutral,Frankreich wendet seit heute ein neues Tracking Verfahren f r Coronavirus F lle an Durch das neue Verfahren ist d
1001,Neutral,de Was uns als Pandemie in den Leitmedien verkauft wird ist nic
1002,Neutral,850 Tote in Japan Ohne Lockdown
1003,Negative,Upps das h tte ich nicht gedacht Wow Global Deaths Due to Various Causes and COVID 19 Visualis
1004,Neutral,Japan ist da wesentlich cleverer als unsere BRD GmbH
1005,Neutral,Lauterbach Stimmt Die Relation zwischen Tot Cases 1 M pop und Deaths 1 M pop ist f r mich im Verg
1006,Neutral,und dann komme ich die nicht mal trinken darf wegen Tabletten pf
1007,Negative,Upps das h tte ich nicht gedacht Wow Global Deaths Due to Various Causes and COVID 19 Visualis
1008,Neutral,Japan beendet den Coronavirus Notfall mit 850 Todesf llen und ohne Abriegelung
1009,Neutral,nah dauert noch ein bissel
1010,Neutral,wieso habe ich so kleine bubies manno
1011,Neutral,deaths ich meine wenn du halt gleich oder so schlafen gehst
1012,Neutral,ich gehe doch jetzt noch nicht ins Bette
1013,Neutral,muss heute wirklich eher ins Bette gehen
1014,Neutral,14 aber sag s keinen
1015,Neutral,Kein Platz f r Rassismus
1016,Neutral,morgen ist Hochzeit von meinen Onkel und die Freundin habe wirklich keine ahnung was ich anziehen soll ich meine
1017,Neutral,Japan beendet den Coronavirus Notfall mit 850 Todesf llen und ohne Abriegelung
1018,Neutral,Japan beendet den Coronavirus Notfall mit 850 Todesf llen und ohne Abriegelung
1019,Neutral,Japan beendet Coronavirus Notfall mit 850 Todesf llen und ohne Sperrung
1020,Negative,Upps das h tte ich nicht gedacht Wow Global Deaths Due to Various Causes and COVID 19 Vi
1021,Neutral,Rene77 Deutsch Schon alleine die Todes und Erkrankungsopfer wg Shutdown sind dramatisch werden h her sein
1022,Neutral,Japan beendet den Coronavirus Notfall mit 850 Todesf llen und ohne Abriegelung
1023,Neutral,Ich vermisse cancer und vascular diseases in der Tabelle Etwas problematisch
1024,Neutral,Einfallsreichtum im Kampf gegen Krankheiten heute in den Europeana eNews WomensHistoryMonth
1025,Neutral,To Help Dieser Wasserbrunnen wurde innerhalb des Projektes YEAR 2020 20 WATER WELLS SAY NO TO DISEASES SAY YES TO WATER AND
1026,Neutral,To Help Dieser Wasserbrunnen wurde innerhalb des Projektes YEAR 2020 20 WATER WELLS SAY NO TO DISEASES SAY YES TO WATER AND
1027,Neutral,DISEASES LKSNGLKFNLGF
1028,Neutral,Dieser Wasserbrunnen wurde innerhalb des Projektes YEAR 2020 20 WATER WELLS SAY NO TO DISEASES SAY YES TO WATE
1029,Neutral,Das hat nichts mit a
1030,Neutral,Nr AxSpA Diagnostic Challenges MD Magazine fms
1031,Neutral,Soeder 2 2 Erkl ren Sie bitte was Sie warum als verh ltnism ig sehen Global deaths This is how
1032,Neutral,Inmitten sozialer Distanzierungsma nahmen zur Bek mpfung der Coronavirus Pandemie sind die Fallzahlen f r eine
1033,Neutral,Dr Anthony Fauci ein Immunologe ist seit 1984 Direktor des National Institute of Allergy and Infectious Diseases
1034,Neutral,Spannender Artikel ber den Zusammenhang von COVID19 und nicht bertragbare Krankheiten non communicable diseases NCD
1035,Neutral,Die kanadische Regierung spricht gegen Maskenpflicht Masken ungen gende Sauerstoffversorgung f r die Tragenden
1036,Neutral,Lauterbach Ich gehe davon aus dass The Lancet Infectious Diseases wie in wissenschaftlichen Fachz
1037,Neutral,Plattform f R Wo genau r t die WHO von Masken ab F r mich klingt das gar nich
1038,Neutral,Nein eben nicht genauso 90 vermeidbar wenn nicht aktiv geraucht w r
1039,Neutral,Aktueller Artikel der Mayo Clinic vom 19 05 2020 Maske im Alltag sch tzt
1040,Neutral,Aktueller Artikel der Mayo Clinic vom 19 05 2020 Maske im Alltag sch tzt
1041,Neutral,Aktueller Artikel der Mayo Clinic vom 19 05 2020 Maske im Alltag sch tzt
1042,Neutral,Aktueller Artikel der Mayo Clinic vom 19 05 2020 Maske im Alltag sch tzt
1043,Neutral,Aktueller Artikel der Mayo Clinic vom 19 05 2020 Maske im Alltag sch tzt
1044,Neutral,T Franz gabelle T Franz immer sch n dran denken Steirerin Frau und Rechtsanw ltin sind 3 Gr
1045,Neutral,Fakt ist Bill Gates Spendet offiziell an die WHO und es ist erwiesen dass diese Menschen d
1046,Neutral,Lauterbach Ich gehe davon aus dass The Lancet Infectious Diseases wie in wissenschaftlichen F
1047,Neutral,Paul Garner ist Professor an der Liverpool School of Tropical Medicine Er ist Direktor des Zentrums
1048,Neutral,Bittesch n Ist noch sehr einfach zu finden
1049,Neutral,Wird aber auch bei SARS CoV 2 mit als erstes erw hnt
1050,Neutral,Im Durchschnitt werden ber 60 der Krankheiten dadurch vermieden Halte die Impfung f r sehr wich
1051,Neutral,Aktueller Bericht der Europ Beobachtungsstelle f r Drogen und Drogensucht zu drogenbezogenen Infekt
1052,Neutral,Lauterbach ZEIT ONLINE Ein Forscherteam aus S dkorea fand heraus dass acht Fitnesstrainer und trainerinne
1053,Neutral,Gem ss WHO sollten Kinder genauso wie Erwachsene isoliert werden wenn das Risiko besteht dass sie mit SARS CoV 2
1054,Neutral,5 interessant am 22 10 19 ver ffentlichte EU
1055,Neutral,4 19 01 20 hier steht zwar noch nichts vom Coronavirus aber von einer Zusammenarbeit zwischen Europe und
1056,Neutral,Wurden weiter oben im Tweet genannt Erg nzung Hier werden ber 20 Studien au
1057,Neutral,Die kanadische Regierung hat hierzu einen berblick ber Studien hierzu erstellt dort finden Si
1058,Neutral,Die kanadische Regierung hat hier auch einen berblick ber Studien hierzu erst
1059,Neutral,weaponizing diseases jetzt auch in ihrer Stadt
1060,Neutral,Spannender Artikel ber den Zusammenhang von COVID19 und nicht bertragbare Krankheiten non communicable diseases NCD
1061,Neutral,Die kanadische Regierung spricht gegen Maskenpflicht Masken ungen gende Sauerstoffversorgung f r die Tragenden
1062,Neutral,Da w rde mich ja mal eine Quelle interessieren Die WHO widerspricht Ihnen brigens auch In
1063,Neutral,Frankenstein Nintendo Entertainment System 1991 NES Ne 2850 00
1064,Neutral,Frankenstein Nintendo Entertainment System 1991 NES Ne 2850 00
1065,Neutral,t3n News Anzeige Entertainment hat ein Zuhause mit UseNeXT powered by
1066,Neutral,Meine TL zu Trump Twitter und Drosten Bild zeigt leider wieder berdeutlich Im Journalismus wird zunehmend in Ent
1067,Neutral,Frankenstein Nintendo Entertainment System 1991 NES Ne 2850 00
1068,Positive,al gear auch krass aber yourrage einf full Entertainment
1069,Neutral,Anzeige Entertainment hat ein Zuhause mit UseNeXT
1070,Neutral,Faces On Friday Johannes Brahms gilt als einer der bedeutendsten Komponisten der Musikgeschichte Die Musik
1071,Neutral,Frankenstein Nintendo Entertainment System 1991 NES Ne 2850 00
1072,Neutral,Gegen den Maneater ist selbst Steven Spielbergs wei er Hai nur ein kleiner Goldfisch Denn das riesige Meeresra
1073,Neutral,Frankenstein Nintendo Entertainment System 1991 NES Ne 2850 00
1074,Neutral,Eine Folge RedDeadRedemption2 f r euch Schaut rein Daumen hoch Abo BakeRoll GambitNet
1075,Neutral,Die Umfrage ist nat rlich nur eine grobe Richtung Falls die Optionen f r Euch nicht reichen k nnt Ihr mir auch ge
1076,Positive,oderso Stimmt es gibt schlimmere Dieser Mann ist f r mich wirklich mittlerweile Tradition bei Joy und Entertainment
1077,Neutral,Das Entwicklerstudio DONTNOD Entertainment expandiert und hat ein weiteres Studio in Montr al er ffnet
1078,Neutral,kom Ist Christopher Franke eigentlich auf Twitter vertreten Habe weder ihn dire
1079,Neutral,Problem gel st HD Plus und Entertainment bei GAG aufgeschaltet 27 Monat lohnt sich auch ohne
1080,Neutral,Mit dem heutigen Freitag erwacht das Kulturgeschehen in sterreich aus seinem coronabedingten Dornr schenschlaf z
1081,Neutral,Ich bin gegen Entertainment dieser Art
1082,Neutral,Oppenheim Net Worth
1083,Neutral,Harvey Weinstein
1084,Neutral,Mir fehlen die Cons so langsam ich w rde so gern wieder wissen wann genau es weitergeht und ob es dieses Jahr n
1085,Neutral,Neues Design und zus tzliche Features Die MagentaTV App erstrahlt in neuem Glanz und bietet Ihnen das perfekte En
1086,Neutral,Harvey Weinstein
1087,Neutral,Das Entwicklerstudio DONTNOD Entertainment expandiert und hat ein weiteres Studio in Montr al er ffnet
1088,Neutral,Eine Folge RedDeadRedemption2 f r euch Schaut rein Daumen hoch Abo BakeRoll GambitNet
1089,Neutral,bald gibt s wieder was auf die L ffel TheTaste alle Infos in unserem smalltalk
1090,Neutral,Tom Brady and Gisele B ndchen s Son Benjamin Crashes Their TikTok Couples Challenge via
1091,Neutral,Consoles Dontnod Entertainment ffnet neues Studio in Montreal Neues Projekt dort in Arbeit
1092,Neutral,Frankenstein Nintendo Entertainment System 1991 NES Ne 2850 00
1093,Neutral,DONTNOD Entertainment er ffnet neues Studio in Montreal news ps5 ps4 psvr games
1094,Neutral,dfebfcb2 6eaf 4049 b108 629ea63127a4
1095,Neutral,Frankenstein Nintendo Entertainment System 1991 NES Ne 2850 00
1096,Neutral,Frankenstein Nintendo Entertainment System 1991 NES Ne 2850 00
1097,Neutral,Mel Gibson in einem BBC Interview pizzagate Adrenochrome
1098,Neutral,Frankenstein Nintendo Entertainment System 1991 NES Ne 2850 00
1099,Neutral,Schmiede Erst p dophil ein Nazi ein L gner und Betr ger Ganz sch n was los bei
1100,Neutral,Frankenstein Nintendo Entertainment System 1991 NES Ne 2850 00
1101,Neutral,anocht ag 21 30 ar
1102,Neutral,Amader Bengali entertainment Industry te kobe hobe eirokom kichu
1103,Neutral,es gab und gibt in der Wissenschaft keine Einheitsfront wof r auch Was Welt und Bild hier mache
1104,Neutral,Frankenstein Nintendo Entertainment System 1991 NES Ne 2850 00
1105,Neutral,Frankenstein Nintendo Entertainment System 1991 NES Ne 2850 00
1106,Neutral,Sylvie Meis Zum 14 Geburtstag Seltenes Foto mit Sohn Damian jetzt informieren auf
1107,Neutral,Michael Scott
1108,Neutral,Das Entwicklerstudio DONTNOD Entertainment expandiert und hat ein weiteres Studio in Montr al er ffnet
1109,Neutral,Frankenstein Nintendo Entertainment System 1991 NES Ne 2850 00
1110,Neutral,Erst p dophil ein Nazi ein L gner und Betr ger Ganz sch n was
1111,Neutral,Frankenstein Nintendo Entertainment System 1991 NES Ne 2850 00
1112,Neutral,Protesters set Minneapolis police station on fire jetzt informieren auf
1113,Neutral,MINI Cooper S Countryman ALL 4 Driving Video jetzt informieren auf
1114,Neutral,World Premiere of the new BMW 5 Series Highlights jetzt informieren auf
1115,Neutral,Lena Meyer Landrut Der lange Weg aus dem ESC Schatten jetzt informieren auf
1116,Neutral,Frankenstein Nintendo Entertainment System 1991 NES Ne 2850 00
1117,Neutral,Eine Folge RedDeadRedemption2 f r euch Schaut rein Daumen hoch Abo BakeRoll GambitNet
1118,Neutral,Bastian Schweinsteiger Bin nicht als Schauspieler geboren jetzt informieren auf
1119,Neutral,Eine Folge RedDeadRedemption2 f r euch Schaut rein Daumen hoch Abo BakeRoll GambitNet
1120,Neutral,Frankenstein Nintendo Entertainment System 1991 NES Ne 2850 00
1121,Neutral,Eine Folge RedDeadRedemption2 f r euch Schaut rein Daumen hoch Abo BakeRoll GambitNet
1122,Neutral,Eine Folge RedDeadRedemption2 f r euch Schaut rein Daumen hoch Abo BakeRoll GambitNet
1123,Neutral,Eine Folge RedDeadRedemption2 f r euch Schaut rein Daumen hoch Abo BakeRoll GambitNet
1124,Neutral,Eine Folge RedDeadRedemption2 f r euch Schaut rein Daumen hoch Abo BakeRoll
1125,Neutral,Frankenstein Nintendo Entertainment System 1991 NES Ne 2850 00
1126,Neutral,Ich pers nlich w rde mich ber mehr Streams freuen Finde dass die immer recht unterhaltsam sind Was ihr
1127,Neutral,Ihr seid beides vollspasten und L GnEr 11 Aber macht weiter mit dem entertainment wenns geht ohne deine schmutz stimme
1128,Neutral,Das geh rt dazu ist Entertainment
1129,Neutral,Frankenstein Nintendo Entertainment System 1991 NES Ne 2850 00
1130,Neutral,Frankenstein Nintendo Entertainment System 1991 NES Ne 2850 00
1131,Neutral,Frankenstein Nintendo Entertainment System 1991 NES Ne 2850 00
1132,Neutral,Frankenstein Nintendo Entertainment System 1991 NES Ne 3000 00
1133,Neutral,Nma entertainment
1134,Neutral,Frankenstein Nintendo Entertainment System 1991 NES Ne 3000 00
1135,Neutral,Frankenstein Nintendo Entertainment System 1991 NES Ne 3000 00
1136,Neutral,Klau international kids entertainment pinkfong klo kita didi
1137,Neutral,WGG Digital Entertainment NowPlaying Amazon AppleMusic Deezer GooglePlay Spotify Tidal You
1138,Neutral,WGG Digital Entertainment NowPlaying Amazon AppleMusic Deezer GooglePlay Spotify
1139,Neutral,Frankenstein Nintendo Entertainment System 1991 NES Ne 3000 00
1140,Neutral,Frankenstein Nintendo Entertainment System 1991 NES Ne 3000 00
1141,Neutral,Frankenstein Nintendo Entertainment System 1991 NES Ne 3000 00
1142,Negative,p13 TikTok provides endless entertainment
1143,Neutral,Ich guck zum Gl ck nur entertainment Videos tja viel einfacher
1144,Neutral,Frankenstein Nintendo Entertainment System 1991 NES Ne 3000 00
1145,Neutral,ANOTHER NUTJOB
1146,Neutral,Frankenstein Nintendo Entertainment System 1991 NES Ne 3000 00
1147,Neutral,Frankenstein Nintendo Entertainment System 1991 NES Ne 3000 00
1148,Neutral,Kennt ihr diesen Hans Entertainment Moment wenn man einer Person einen Tag vorher gratuliert peinlich ich bin auch noch eingeladen aq
1149,Neutral,Frankenstein Nintendo Entertainment System 1991 NES Ne 3000 00
1150,Neutral,Frankenstein Nintendo Entertainment System 1991 NES Ne 3000 00
1151,Neutral,Frankenstein Nintendo Entertainment System 1991 NES Ne 3000 00
1152,Neutral,Acha hei Quarantine mein entertainment mil gai
1153,Neutral,Frankenstein Nintendo Entertainment System 1991 NES Ne 3000 00
1154,Neutral,Frankenstein Nintendo Entertainment System 1991 NES Ne 3000 00
1155,Neutral,WERBUNG LadyGaga hat einen neuen Song ver ffentlicht Was ein Zufall ich hab gerade die zweite Folge LetsPLAY Maneater v
1156,Neutral,Nicht vergessen BakeRoll GambitNetzwerk GermanMedia AssassinsCreed LetsPlay Video Youtube Support Subscribe s
1157,Neutral,Supergirl Bald Neuer Spot f r FreeTV SIXX mit m glichem Datum Exklusive YouTube
1158,Neutral,Frankenstein Nintendo Entertainment System 1991 NES Ne 3000 00
1159,Neutral,ANOTHER NUTJOB
1160,Neutral,Beef Entertainment Corporation Workfromhome Networkmarketing covid19 Entertainment Sales Media Economics Tops Htz Vo
1161,Neutral,Beef Entertainment Corporation Workfromhome Networkmarketing covid19 Entertainment Sales Media Economics Tops Htz Vo
1162,Neutral,Beef Entertainment Corporation Workfromhome Networkmarketing covid19 Entertainment Sales Media Economics
1163,Neutral,jetzt einzugreifen ist nat rlich nicht m glich aber wie ist denn berhaupt die position der eu zur me
1164,Neutral,Ich w nsche mir dass Frau Steinbach nach dem R cktritt als Vorsitzende der AfD Erasmus Stiftung sich auch komplett aus de
1165,Neutral,der kampf der plattformen ber f r oder gegen hatespeech und freie meinungs u erung eskaliert und wird jetzt in den us
1166,Neutral,der kampf der plattformen ber f r oder gegen hatespeech und freie meinungs u erung eskaliert und wird jetzt in de
